Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation,Latitude,Longitude,Community Board,Community Council ,Census Tract,BIN,BBL,NTA
7826505057,2028689,IN,PAS,07/30/2014,84,DELV,FRUEH,T,11010,34930,11710,01/01/88880088 12:00:00 PM,0018,18,18,346330,T502,J,0726A,,NY,F,891,10th Ave,,01/05/0001 12:00:00 PM,408,k7,,,,,BLACK,,0,,0,C 17,84-Platform lifts in low posit,,,,,,,,,,,
8017312052,GFD5936,NY,PAS,03/13/2015,70,SUBN,TOYOT,T,8590,0,0,01/01/20150308 12:00:00 PM,109,109,109,359318,T401,A,0841A,,Q,I,S,35th Ave,50ft W/of Union St,01/05/0001 12:00:00 PM,408,j3,,YYYYYYY,,,TN,,2010,,0,07-A,70A-Reg. Sticker Expired (NYS),,,,,,,,,,,
8025260781,EGM2924,NY,PAS,06/12/2015,20,4DSD,MITSU,T,5590,23380,23540,01/01/20160413 12:00:00 PM,109,109,109,361025,T401,N,0140P,,Q,F,152-35,10th Ave,,01/05/0001 12:00:00 PM,408,d,,YYYYYYY,,,GY,,2002,,0,C 41,20A-No Parking (Non-COM),,,,,,,,,,,
7839978903,69195JZ,NY,COM,09/24/2014,42,DELV,MITSU,T,34690,10810,10910,01/01/20160731 12:00:00 PM,0010,10,10,361049,T102,M,0157P,,NY,F,328,W 46th St,,01/05/0001 12:00:00 PM,408,h1,,Y,0700A,0600P,RD,,2010,144-2123,0,18 6,42-Exp. Muni-Mtr (Com. Mtr. Z),,,,,,,,,,,
7895959736,88920MB,NY,COM,08/31/2014,46,VAN,FRUEH,T,34930,0,0,01/01/20141130 12:00:00 PM,0018,18,18,345275,T106,A,1048A,1200P,NY,I,S,W 58th St,90ft W/of 5th Ave,01/01/20140831 12:00:00 PM,408,F1,,,,,BK,,2010,,0,99 6,46B-Double Parking (Com-100Ft),,,,,,,,,,,
1381851332,ERL6093,NY,PAS,05/09/2015,46,SUBN,MAZDA,P,6030,5780,5880,01/01/20170304 12:00:00 PM,0078,78,78,951681,0078,0000,0943A,,K,F,461,9TH ST,,01/05/0001 12:00:00 PM,408,F1,,BBBBBBB,ALL,ALL,GY,0,2007,-,0,,,,,,,,,,,,,
7044490499,54799JG,NY,COM,08/12/2014,18,VAN,FORD,T,10110,0,0,01/01/20151231 12:00:00 PM,0017,17,17,353103,T106,X,0832A,,NY,I,W,2nd Ave,15ft N/of E 51st St,01/05/0001 12:00:00 PM,408,f4,,YYYYY,0700A,1000A,WH,,0,,0,99 6,18-No Stand (bus lane),,,,,,,,,,,
7564374019,GFW9912,NY,PAS,08/12/2014,20,SUBN,MAZDA,T,53500,44530,51330,01/01/20150321 12:00:00 PM,0084,84,84,357368,T301,O,0450P,,K,F,160,John St,,01/05/0001 12:00:00 PM,408,d,,YYYYYYY,0400P,0700P,GREY,,2006,,0,A 31,20A-No Parking (Non-COM),,,,,,,,,,,
7030989776,L30ETD,NJ,PAS,10/30/2014,19,4DSD,NISSA,T,40930,31830,19230,01/01/88888888 12:00:00 PM,0078,78,78,343926,T802,B,1028P,,K,F,231,Flatbush Ave,,01/05/0001 12:00:00 PM,408,c3,,YYYYYYY,,,BLACK,,0,,0,F 31,19-No Stand (bus stop),,,,,,,,,,,
1354183642,11452ME,NY,COM,06/23/2015,14,VAN,FORD,P,31530,84030,54000,01/01/20170630 12:00:00 PM,0079,79,110,353078,T110,0000,0741A,,K,F,455,DEKALB AVE,,01/05/0001 12:00:00 PM,408,D1,,YYYYYBB,0700A,1000A,WH,0,2008,-,0,,,,,,,,,,,,,
8027757988,GSA1140,NY,PAS,06/13/2015,71,4DSD,CHRYS,T,12110,17070,17090,01/01/20160910 12:00:00 PM,0009,9,9,344767,T101,F,0645P,,NY,F,70,Avenue A,,01/05/0001 12:00:00 PM,408,j6,,,,,WH,,2015,,0,59 1,71-Insp. Sticker Missing (NYS,,,,,,,,,,,
7950691475,67764JR,NY,COM,11/10/2014,38,DELV,INTER,T,33890,0,0,01/01/20141231 12:00:00 PM,0009,9,9,359578,T101,C,1049A,,NY,I,N,W 3rd St,20ft E/of Mercer St,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0600P,WHITE,,2004,,0,29 1,38-Failure to Display Muni Rec,,,,,,,,,,,
7662640474,ACD3800,NY,PAS,03/12/2015,46,4DSD,NISSA,T,30490,23490,11010,01/01/20150404 12:00:00 PM,0034,34,34,359294,T103,L,0213P,,NY,F,264,Sherman Ave,,01/05/0001 12:00:00 PM,408,f1,,,,,BLACK,,1997,,0,H 77,46A-Double Parking (Non-COM),,,,,,,,,,,
7665049023,GHE7873,NY,PAS,09/15/2014,21,SUBN,GMC,T,19530,10410,25390,01/01/20150828 12:00:00 PM,0025,25,25,355156,T103,A,1017A,,NY,F,23,E 129th St,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,1000A,1130A,GR,,2004,,0,CC2,21-No Parking (street clean),,,,,,,,,,,
8022926437,1JC665,MA,PAS,06/23/2015,21,4DSD,CHEVR,T,35630,14230,14280,01/01/20160588 12:00:00 PM,0070,70,70,352956,T302,S,1138A,,K,F,1323,E 18th St,,01/05/0001 12:00:00 PM,408,d1,,Y,1130A,0100P,GREEN,,0,,0,02 3,21-No Parking (street clean),,,,,,,,,,,
7001084840,DPK4617,NY,PAS,02/26/2015,38,SUBN,SUBAR,T,54580,11640,36400,01/01/20160417 12:00:00 PM,109,109,109,361798,T401,P,1225P,,Q,O,56-34,Main St,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,GY,,2011,,0,02 4,38-Failure to Display Muni Rec,,,,,,,,,,,
7992686664,GFK6412,NY,PAS,04/29/2015,71,SUBN,NISSA,T,35930,11710,13610,01/01/20170217 12:00:00 PM,0024,24,24,358643,T103,M,0110P,,NY,O,220,W 108th St,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,GY,,2013,,0,CC1,71A-Insp Sticker Expired (NYS),,,,,,,,,,,
7208349824,610133,NY,PAS,07/09/2014,51,SUBN,CHEVR,T,28680,53220,55820,01/01/20160520 12:00:00 PM,0047,47,47,350435,T202,O,0721A,,BX,F,68,E 235th St,,01/05/0001 12:00:00 PM,408,e3,,,,,BK,,2007,,0,B 22,51-Sidewalk,,,,,,,,,,,
7889171055,188WEU,CT,999,03/11/2015,31,SUBN,SUZUK,T,18010,10410,25390,01/01/88880088 12:00:00 PM,0018,18,18,358944,T106,C,0832A,,NY,F,7,E 51st St,,01/05/0001 12:00:00 PM,408,l3,,YYYYY,0700A,0600P,OTHER,,0,,0,10 6,31-No Stand (Com. Mtr. Zone),,,,,,,,,,,
7089578320,GVK7857,NY,PAS,03/04/2015,70,SUBN,BMW,T,0,0,0,01/01/88888888 12:00:00 PM,0066,66,66,358240,T302,O,0101P,,K,I,W,18th Ave,0ft N/of 46th St,01/05/0001 12:00:00 PM,408,j3,,,,,BLUE,,0,,0,40 3,70-Reg. Sticker Missing (NYS),,,,,,,,,,,
7557956060,S364CA,NY,PAS,01/26/2015,38,SUBN,BMW,T,81430,40930,87330,01/01/20150515 12:00:00 PM,0077,77,77,361316,T301,E,0256P,,K,O,195,Sterling Pl,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,SILVE,,2007,,0,19 3,38-Failure to Display Muni Rec,,,,,,,,,,,
7557956060,S364CA,NY,PAS,01/26/2015,38,SUBN,BMW,T,81430,40930,87330,01/01/20150515 12:00:00 PM,0077,77,77,361316,T301,E,0256P,,K,O,195,Sterling Pl,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,SILVE,,2007,,0,19 3,38-Failure to Display Muni Rec,,,,,,,,,,,
8010600520,GKP1988,NY,PAS,07/28/2014,14,4DSD,BMW,T,37250,10495,12010,01/01/20150929 12:00:00 PM,0033,33,33,352992,T103,M,0145P,,NY,F,501,W 175th St,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,WH,,2013,,0,CCC,14-No Standing,,,,,,,,,,,
7969135547,DRX2540,NY,PAS,01/26/2015,38,SUBN,TOYOT,T,16620,77150,22920,01/01/20160530 12:00:00 PM,0047,47,47,361106,T202,E,1136A,,BX,F,704,Burke Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,GOLD,,2006,,0,11A,38-Failure to Display Muni Rec,,,,,,,,,,,
7969135547,DRX2540,NY,PAS,01/26/2015,38,SUBN,TOYOT,T,16620,77150,22920,01/01/20160530 12:00:00 PM,0047,47,47,361106,T202,E,1136A,,BX,F,704,Burke Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,GOLD,,2006,,0,11A,38-Failure to Display Muni Rec,,,,,,,,,,,
7092099663,GSN3439,NY,PAS,04/30/2015,21,SUBN,MERCU,T,28790,7740,7940,01/01/20160715 12:00:00 PM,114,114,114,355272,T401,L,0848A,,Q,F,29-15,Astoria Blvd,,01/05/0001 12:00:00 PM,408,d1,,Y,0830A,0900A,GY,,2007,,0,D 41,21-No Parking (street clean),,,,,,,,,,,
7094190815,AMC8458,NY,PAS,09/30/2014,20,SUBN,HONDA,T,20590,17390,51090,01/01/20150408 12:00:00 PM,102,102,102,361378,T402,C,0503P,,Q,F,86-52,112th St,,01/05/0001 12:00:00 PM,408,d,,YYYYY,0800A,0600P,TN,,2003,,0,19 4,20A-No Parking (Non-COM),,,,,,,,,,,
7265948488,DEB6195,NY,PAS,11/21/2014,74,SUBN,HUMME,T,24290,10510,32685,01/01/20160507 12:00:00 PM,0001,1,1,349538,T105,H,0219P,,NY,F,15,King St,,01/05/0001 12:00:00 PM,408,j2,,,,,BK,,2004,,0,107,74-Missing Display Plate,,,,,,,,,,,
8030852095,GVA9768,NY,PAS,05/26/2015,74,SUBN,ACURA,T,15710,35250,35270,01/01/20170511 12:00:00 PM,0020,20,20,361037,T103,R,0133P,,NY,F,313,Columbus Ave,,01/05/0001 12:00:00 PM,408,j2,,,,,BK,,2014,,0,37 7,74B-Covered Plate,,,,,,,,,,,
7990337228,A634298,KS,PAS,09/17/2014,37,SUBN,CHRYS,T,11710,14210,35990,01/01/20141088 12:00:00 PM,0026,26,26,361080,T103,O,1209P,1152A,NY,F,1020,Amsterdam Ave,,01/01/20140917 12:00:00 PM,408,h1,,Y,0830A,0700P,GREEN,,0,138-9723,0,31 7,37-Expired Muni Meter,,,,,,,,,,,
7739161421,GTR8180,NY,PAS,12/18/2014,21,2DSD,SMART,T,38530,24330,46030,01/01/20160930 12:00:00 PM,0094,94,94,358630,T301,C,1142A,,K,F,319,Eckford St,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,1130A,0100P,GY,,2015,,0,17 3,21-No Parking (street clean),,,,,,,,,,,
7968288265,WBB45L,NJ,PAS,06/24/2015,14,SUBN,LINCO,T,25290,0,0,01/01/88888888 12:00:00 PM,0032,32,32,330076,T103,AA,0556A,,NY,I,E,Macombs Pl,20ft N/of W 153rd St,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,WHITE,,0,,0,CC2,14-No Standing,,,,,,,,,,,
8011803694,EMK4073,NY,PAS,08/20/2014,21,SUBN,ROVER,T,10410,18930,22000,01/01/20141027 12:00:00 PM,0023,23,23,347489,T103,B,0840A,,NY,O,1184,5th Ave,,01/05/0001 12:00:00 PM,408,d1,,Y,0830A,0900A,BK,,2011,,0,CC1,21-No Parking (street clean),,,,,,,,,,,
7121122248,FFW3299,NY,PAS,11/18/2014,71,SUBN,ACURA,T,61090,0,0,01/01/20161102 12:00:00 PM,109,109,109,361266,T401,P,0115P,,Q,I,S,Roosevelt Ave,25ft E/of Prince St,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,RD,,2014,,0,04-A,71A-Insp Sticker Expired (NYS),,,,,,,,,,,
7888345608,84T5494,TX,PAS,07/11/2014,31,VAN,GMC,T,34350,13610,10510,01/01/20140888 12:00:00 PM,0010,10,10,359574,T102,J,1107A,,NY,F,52,W 29th St,,01/05/0001 12:00:00 PM,408,l3,,YYYYY,0800A,0700P,GREEN,,0,,0,17 6,31-No Stand (Com. Mtr. Zone),,,,,,,,,,,
7144108852,GPH9261,NY,PAS,02/12/2015,38,4DSD,HONDA,T,59990,9890,10090,01/01/20160411 12:00:00 PM,108,108,108,361875,T401,R,0325P,,Q,F,43-15,Queens Blvd,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,1000P,WH,,2014,,0,37 4,38-Failure to Display Muni Rec,,,,,,,,,,,
1374632776,T655967C,NY,SRF,10/27/2014,21,SDN,LINCO,S,43930,18950,47430,01/01/20150630 12:00:00 PM,0090,90,0,527661,KN01,0000,0241A,,K,F,27,GERRY ST,,01/05/0001 12:00:00 PM,408,D1,,YBBYBBB,0200A,0500A,BLACK,0,2005,-,0,,,,,,,,,,,,,
1371150187,FZB9094,NY,PAS,06/22/2014,70,SUBN,INFIN,P,72720,26250,26370,01/01/20140601 12:00:00 PM,0044,44,163,922066,0163,0000,0120P,,BX,F,735,WALTON AVE,,01/05/0001 12:00:00 PM,408,F7,,BBBBBBB,ALL,ALL,SLVR,0,2008,-,0,,,,,,,,,,,,,
7658102878,26897ME,NY,COM,07/07/2014,14,SUBN,DODGE,T,10110,18850,18870,01/01/20160310 12:00:00 PM,0019,19,19,358659,T103,G,0926A,,NY,F,1829,2nd Ave,,01/05/0001 12:00:00 PM,408,c,,YYYYY,0700A,1000A,WH,,0,,0,28 7,14-No Standing,,,,,,,,,,,
7663451200,BXRK02,FL,PAS,05/16/2015,37,4DSD,SCION,T,8690,7940,8140,01/01/88880088 12:00:00 PM,114,114,114,358574,T401,X,1102A,1054A,Q,F,30-06,36th Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,WHITE,,0,423-3006,0,27 4,37-Expired Muni Meter,,,,,,,,,,,
8006959262,T624605C,NY,OMT,08/14/2014,21,4DSD,TOYOT,T,31330,14380,73030,01/01/20140731 12:00:00 PM,0062,62,62,356501,T302,O,0911A,,K,O,1617,Dahill Rd,,01/05/0001 12:00:00 PM,408,d1,,Y,0830A,1000A,BK,,2012,,0,03 3,21-No Parking (street clean),,,,,,,,,,,
1377311818,GPP8080,99,PAS,03/08/2015,70,SUBN,MITSU,P,0,0,0,01/01/20150228 12:00:00 PM,0049,49,49,952724,0049,0000,0851A,,BX,,,C/O ARNOW,MATTHEWS,01/05/0001 12:00:00 PM,408,F7,,BBBBBBB,ALL,ALL,SILVE,0,2007,-,0,,,,,,,,,,,,,
1379072736,23120MG,NY,COM,03/07/2015,14,DELV,MJ/FY,P,65320,26130,9720,01/01/20161031 12:00:00 PM,0041,41,41,934314,0041,0000,1103A,,BX,F,560,SOUTHERN BLVD,,01/05/0001 12:00:00 PM,408,C3,,BBBBBBB,ALL,ALL,WHITE,0,1999,-,0,,,,,,,,,,,,,
7307948242,42866JM,NY,COM,03/05/2015,37,DELV,INFIN,T,23040,49690,17790,01/01/88888888 12:00:00 PM,103,103,103,356538,T402,R,0241P,0133P,Q,F,87-62,146th St,,01/01/20150305 12:00:00 PM,408,h1,,Y,0900A,0700P,BROWN,,1997,408-1942,0,A 42,37-Expired Muni Meter,,,,,,,,,,,
